Portal,Organization,Wikidata URI,DBpedia URI
opendata_socrata_com,admin,http://www.wikidata.org/entity/Q875146,http://dbpedia.org/resource/Tehsil
opendata_socrata_com,Administrator,http://www.wikidata.org/entity/Q599151,http://dbpedia.org/resource/Governor
opendata_socrata_com,adore89,,
opendata_socrata_com,Adriana,http://www.wikidata.org/entity/Q374807,http://dbpedia.org/resource/Adriana_Lecouvreur
opendata_socrata_com,adrianamuzas,,
opendata_socrata_com,adrian cotter,,
opendata_socrata_com,Adrian Dorsman,,
opendata_socrata_com,Adriano Mattos,,
opendata_socrata_com,Adriano Selmi,,
opendata_socrata_com,Adrienne Greenberg,,
opendata_socrata_com,adrienp,,
opendata_socrata_com,adult2partner,,
opendata_socrata_com,aeby,http://www.wikidata.org/entity/Q21488881,http://dbpedia.org/resource/Aeby
opendata_socrata_com,AERC,http://www.wikidata.org/entity/Q64500354,http://dbpedia.org/resource/Cerberus_Capital_Management
opendata_socrata_com,aerokaka,,
opendata_socrata_com,afewshortcuts,,
opendata_socrata_com,A Few ShortCuts,,
opendata_socrata_com,affectiondude7,,
opendata_socrata_com,AFL-CIO,http://www.wikidata.org/entity/Q7102078,http://dbpedia.org/resource/AFL–CIO
opendata_socrata_com,"AFL-CIO, Bureau of Labor Statistics",,
opendata_socrata_com,"AFL-CIO, Dept. of Labor, Bureau of Labor Statistics, Census of Fatal Occupational Injuries",,
opendata_socrata_com,AFLCIO Digital,,
opendata_socrata_com,"AFL-CIO, National Safety Council, Bureau of Labor Statistics",,
opendata_socrata_com,AFlom,,
opendata_socrata_com,agarci17,,
opendata_socrata_com,agata toshitaka,,
opendata_socrata_com,Agenet Sorocaba,,
opendata_socrata_com,agentry,,
opendata_socrata_com,Agnes Lichtor,,
opendata_socrata_com,Agung Niky,,
opendata_socrata_com,AGUS BUDI RAHAYU,,
opendata_socrata_com,Agus Sofian Eka HIdayat,,
opendata_socrata_com,ahaa1life,,
opendata_socrata_com,a .head,,http://dbpedia.org/resource/Coach_(sport)
opendata_socrata_com,ahmadmedix,,
opendata_socrata_com,Ahmad medix,,
opendata_socrata_com,Ahmad Medix,,
opendata_socrata_com,Ahmad Saleem,,
opendata_socrata_com,ahmed alnwaihi,,
opendata_socrata_com,Ahmed Iqbal,http://www.wikidata.org/entity/Q42113926,
opendata_socrata_com,Ahmed Mubbashir Khan,,
opendata_socrata_com,Ahmet,http://www.wikidata.org/entity/Q18421645,http://dbpedia.org/resource/Ahmet_Ertegun
opendata_socrata_com,ahmetali,,
opendata_socrata_com,Aiden,http://www.wikidata.org/entity/Q403981,http://dbpedia.org/resource/Heartbeat_(UK_TV_series)
opendata_socrata_com,aidha,http://www.wikidata.org/entity/Q28052066,http://dbpedia.org/resource/‘Aydhab
opendata_socrata_com,Aiken County School District,,
opendata_socrata_com,Ail Clement,,
opendata_socrata_com,A. Isadore,,http://dbpedia.org/resource/Isidore_of_Seville
opendata_socrata_com,ajay soni,http://www.wikidata.org/entity/Q51433327,
opendata_socrata_com,AJ Benson,,
opendata_socrata_com,AJ Hogiebogie,,
opendata_socrata_com,Ajit Banerjee,,
opendata_socrata_com,Aj S,http://www.wikidata.org/entity/Q83816,http://dbpedia.org/resource/A.J._Styles
opendata_socrata_com,a k,http://www.wikidata.org/entity/Q57919921,http://dbpedia.org/resource/Spain
opendata_socrata_com,Akaluck Nurack,,
opendata_socrata_com,Akane,http://www.wikidata.org/entity/Q19961111,http://dbpedia.org/resource/Fire_Emblem
opendata_socrata_com,akarugan,,
opendata_socrata_com,Akinori Ogawa,,
opendata_socrata_com,Akis Laopodis,,
opendata_socrata_com,Akos Szakaly,,
opendata_socrata_com,Akshay Parashar,,
opendata_socrata_com,aksnafu,,
opendata_socrata_com,àlaBuzz.org,,
opendata_socrata_com,Alain,http://www.wikidata.org/entity/Q2829505,http://dbpedia.org/resource/Alain_Prost
opendata_socrata_com,Alakarthy Joe,,
opendata_socrata_com,Alan,http://www.wikidata.org/entity/Q294833,http://dbpedia.org/resource/Kurt_Aland
opendata_socrata_com,Alan Guffey,,
opendata_socrata_com,Alan Leard,,
opendata_socrata_com,Alan Osman,,
opendata_socrata_com,alan tang,http://www.wikidata.org/entity/Q4707881,http://dbpedia.org/resource/Alan_Tang
opendata_socrata_com,Alavi Mohamed Roomi,,
opendata_socrata_com,alberto913,,
opendata_socrata_com,Alberto D'Amico,http://www.wikidata.org/entity/Q13212098,
opendata_socrata_com,alberto galue,,
opendata_socrata_com,Alberto Huerdo,,
opendata_socrata_com,albert tsai,http://www.wikidata.org/entity/Q59674808,
opendata_socrata_com,ALC,http://www.wikidata.org/entity/Q849314,http://dbpedia.org/resource/Alcoholism
opendata_socrata_com,Ale Alien,,
opendata_socrata_com,Alec  G,,http://dbpedia.org/resource/Alec_Guinness
opendata_socrata_com,Alec Koumjian,,
opendata_socrata_com,Aleister Kronos,,
opendata_socrata_com,alejandra,http://www.wikidata.org/entity/Q4714432,http://dbpedia.org/resource/Alejandra_Guzmán
opendata_socrata_com,Alejandro H,http://www.wikidata.org/entity/Q61810326,http://dbpedia.org/resource/Alexandre_Herculano
opendata_socrata_com,Alejandro Maceda,,
opendata_socrata_com,Alejandro Polanco,,
opendata_socrata_com,alexanderb,http://www.wikidata.org/entity/Q31857583,"http://dbpedia.org/resource/Alexander_Bay,_Northern_Cape"
opendata_socrata_com,Alexander Gaos,,
opendata_socrata_com,Alexander Higgins,http://www.wikidata.org/entity/Q4719132,http://dbpedia.org/resource/Alex_Higgins_(footballer)
opendata_socrata_com,Alexander Merigan,,
opendata_socrata_com,Alexander Tchaikin,,
opendata_socrata_com,Alexandra Rankin Macgill,,
opendata_socrata_com,Alexandre Atheniense,,
opendata_socrata_com,Alexandre Monteiro,http://www.wikidata.org/entity/Q65970785,
opendata_socrata_com,Alexandre Rodrigues,http://www.wikidata.org/entity/Q943325,http://dbpedia.org/resource/Alexandre_Pato
opendata_socrata_com,Alexandre Soares de Oliveira,,
opendata_socrata_com,Alexandr Kozyrev,http://www.wikidata.org/entity/Q27817330,
opendata_socrata_com,Alexandru Bocanet,http://www.wikidata.org/entity/Q12720279,
opendata_socrata_com,alexbremer,,
opendata_socrata_com,alex campos,http://www.wikidata.org/entity/Q4716790,http://dbpedia.org/resource/Alex_Campos
opendata_socrata_com,alex cooper,http://www.wikidata.org/entity/Q4716852,http://dbpedia.org/resource/Alex_Cooper
opendata_socrata_com,Alex Dobrischkin,,
opendata_socrata_com,Alexey Kochetov,,
opendata_socrata_com,Alex Grey,http://www.wikidata.org/entity/Q725199,http://dbpedia.org/resource/Alex_Grey
opendata_socrata_com,Alexis Angelos,,
opendata_socrata_com,Alexis Bechman,,
opendata_socrata_com,Alexis Dabon,,
opendata_socrata_com,Alex K,http://www.wikidata.org/entity/Q919265,http://dbpedia.org/resource/Alexis_Korner
opendata_socrata_com,Alex Loijos,,
opendata_socrata_com,alexmad,,
opendata_socrata_com,Alex Makarynskyy,,
opendata_socrata_com,Alex Piq,http://www.wikidata.org/entity/Q27058048,
opendata_socrata_com,Alex Stubbs,,
opendata_socrata_com,Alex van de Velde,,
opendata_socrata_com,al fleischman,,
opendata_socrata_com,Alfredo García,http://www.wikidata.org/entity/Q18811492,http://dbpedia.org/resource/Alfredo_García-Baró
opendata_socrata_com,Alfredo Perez,http://www.wikidata.org/entity/Q974701,http://dbpedia.org/resource/Alfredo_Pérez_Rubalcaba
opendata_socrata_com,Alicia,http://www.wikidata.org/entity/Q13232504,http://dbpedia.org/resource/Alicia_Keys
opendata_socrata_com,Alicia Stanley,,
opendata_socrata_com,Alicia  Turner,,
opendata_socrata_com,AlidaMoore,,
opendata_socrata_com,alifikri22,,
opendata_socrata_com,alinka123,,
opendata_socrata_com,Alisa Male,,
opendata_socrata_com,alisarene,,
opendata_socrata_com,Alison OM,,
opendata_socrata_com,Alison Slaughter,,
opendata_socrata_com,Aliy Khoshimov,,
opendata_socrata_com,Allan Kaplan,,
opendata_socrata_com,allejo,http://www.wikidata.org/entity/Q23906638,
opendata_socrata_com,Allen,http://www.wikidata.org/entity/Q502994,http://dbpedia.org/resource/Olsztyn
opendata_socrata_com,Allen Kim,http://www.wikidata.org/entity/Q625732,
opendata_socrata_com,Alliance For Excellent Education,http://www.wikidata.org/entity/Q4732366,http://dbpedia.org/resource/Alliance_for_Excellent_Education
opendata_socrata_com,allieddenver,,
opendata_socrata_com,alliedfairbanks,,
opendata_socrata_com,alliedrockhill,,
opendata_socrata_com,Allied Van Lines,http://www.wikidata.org/entity/Q4732608,http://dbpedia.org/resource/Allied_Van_Lines
opendata_socrata_com,ALL PART,http://www.wikidata.org/entity/Q2052852,http://dbpedia.org/resource/Select_committees_of_the_Parliament_of_the_United_Kingdom
opendata_socrata_com,Ally Bartkowski,,
opendata_socrata_com,Allyson Lapansie,,
opendata_socrata_com,Almanackist,,
opendata_socrata_com,Alma Pubic Schools,,
opendata_socrata_com,Al  Murray,,http://dbpedia.org/resource/Al_Murray
opendata_socrata_com,Alok Bedmutha,,
opendata_socrata_com,Alon Halevy,http://www.wikidata.org/entity/Q4734351,http://dbpedia.org/resource/Alon_Halevy
opendata_socrata_com,al smerker,,
opendata_socrata_com,Altmetric,http://www.wikidata.org/entity/Q27991349,
opendata_socrata_com,alucard,http://www.wikidata.org/entity/Q282514,http://dbpedia.org/resource/Alucard_(Castlevania)
opendata_socrata_com,Alvaro Saldaña,,
opendata_socrata_com,alvin wilson,,
opendata_socrata_com,Aly Ash,,
opendata_socrata_com,Al Yoder,http://www.wikidata.org/entity/Q40249713,
opendata_socrata_com,Amanda Dunker,,
opendata_socrata_com,Amanda Lee,http://www.wikidata.org/entity/Q700153,http://dbpedia.org/resource/Portia_de_Rossi
opendata_socrata_com,Amanda Rhinehart,,
opendata_socrata_com,amanda spano,,
opendata_socrata_com,aman khurana,,
opendata_socrata_com,aman n,http://www.wikidata.org/entity/Q4739485,http://dbpedia.org/resource/Aman_Nath
opendata_socrata_com,Aman V,http://www.wikidata.org/entity/Q4739489,http://dbpedia.org/resource/Aman_Verma
opendata_socrata_com,amber baum,,
opendata_socrata_com,ambiance3lover,,
opendata_socrata_com,AMcGee,,
opendata_socrata_com,American Journalism Review,http://www.wikidata.org/entity/Q2842962,http://dbpedia.org/resource/American_Journalism_Review
opendata_socrata_com,AMERICA'S MOST RECOMMENDED MOVING COMPANY,,
opendata_socrata_com,amiellavon,,
opendata_socrata_com,Aminah Salik,,
opendata_socrata_com,Amin Eshaq,,
opendata_socrata_com,Amir Data,,
opendata_socrata_com,amirkhella,,
opendata_socrata_com,Amit,http://www.wikidata.org/entity/Q1579,http://dbpedia.org/resource/Amitabh_Bachchan
opendata_socrata_com,Amit Arora,http://www.wikidata.org/entity/Q61913679,
opendata_socrata_com,Amit Pal,,
opendata_socrata_com,amjedonline,,
opendata_socrata_com,Amlew,,
opendata_socrata_com,ammaryousuf,,
opendata_socrata_com,Amoye,http://www.wikidata.org/entity/Q24697876,
opendata_socrata_com,Amruta Ghate,,
opendata_socrata_com,Ams Simmons,,
opendata_socrata_com,Amy Fisher,http://www.wikidata.org/entity/Q467216,http://dbpedia.org/resource/Amy_Fisher
opendata_socrata_com,amy hewitson,,
opendata_socrata_com,Amy Kilmer,,
opendata_socrata_com,Amy Mitchell,http://www.wikidata.org/entity/Q64615752,
opendata_socrata_com,Amy Winner,,
opendata_socrata_com,Anacele Morais,,
opendata_socrata_com,Anand Bisen,,
opendata_socrata_com,Anant Mishra,,
opendata_socrata_com,Ana Rita Moreira,,
opendata_socrata_com,Ana Rivas,http://www.wikidata.org/entity/Q4750482,
opendata_socrata_com,ANAYRAM MEHER,,
opendata_socrata_com,Ancient Secrets of Kings PDF,,
opendata_socrata_com,ancient-secrets-of-kings-review,,
opendata_socrata_com,Anders Fredriksson,,
opendata_socrata_com,Anderson Deboni,,
opendata_socrata_com,Anderson Franco,,
opendata_socrata_com,Andi Robinson,,
opendata_socrata_com,Andrea Mancuso,,
opendata_socrata_com,andre angelo da costa,,
opendata_socrata_com,andrea ortis,,
opendata_socrata_com,Andrea Pauri,,
opendata_socrata_com,Andreas Braendle,,
opendata_socrata_com,Andreas Guibeb,,
opendata_socrata_com,Andreas Weber,http://www.wikidata.org/entity/Q18230,
opendata_socrata_com,Andrea Véghova,,
opendata_socrata_com,Andrea Zeller,,
opendata_socrata_com,Andree Boerliant,,
opendata_socrata_com,Andrei Bat,http://www.wikidata.org/entity/Q502805,
opendata_socrata_com,Andrej Steven Horvat,,
opendata_socrata_com,ANDRES ENRIQUE ZULETA,,
opendata_socrata_com,Andrés Lagerlof,,
opendata_socrata_com,andres valencia,http://www.wikidata.org/entity/Q23771500,
opendata_socrata_com,ANDREU LLABRES,,
opendata_socrata_com,Andrew,http://www.wikidata.org/entity/Q43399,http://dbpedia.org/resource/Andrew_Jackson
opendata_socrata_com,Andrew Buckingham,,
opendata_socrata_com,Andrew Burnes,,
opendata_socrata_com,Andrew Cencini,,
opendata_socrata_com,Andrew Deming,,
opendata_socrata_com,Andrew Dresser,,
opendata_socrata_com,Andrew Lock,http://www.wikidata.org/entity/Q466332,http://dbpedia.org/resource/Andrew_Lockington
opendata_socrata_com,Andrew MacNeill,,
opendata_socrata_com,Andrew McDonald,http://www.wikidata.org/entity/Q3616286,http://dbpedia.org/resource/Andrew_McDonald_(cricketer)
opendata_socrata_com,Andrew Mitchell,http://www.wikidata.org/entity/Q333261,http://dbpedia.org/resource/Andrew_Mitchell
opendata_socrata_com,Andrew Moore,http://www.wikidata.org/entity/Q506358,http://dbpedia.org/resource/Andrew_Moore_(politician)
opendata_socrata_com,Andrew Nicklin,,
opendata_socrata_com,andrewnkaplan,,
opendata_socrata_com,Andrew Ogden,,
opendata_socrata_com,Andrew Perry,http://www.wikidata.org/entity/Q4758247,http://dbpedia.org/resource/Andrew_Perry_Allgood
opendata_socrata_com,Andrew Phillips,http://www.wikidata.org/entity/Q61868398,"http://dbpedia.org/resource/Andrew_Phillips,_Baron_Phillips_of_Sudbury"
